data_post,texto_post,username_curtiu,nome_completo_curtiu,verificado,url_foto_perfil,status_relacao
2019-08-08T01:36:42.000Z,,alexandreearaujo_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/498291192_18268768270285889_7992820328358407678_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QEXoyU3eNJvyDSOWp52Py2iil7Q5-EQFakf7pZOCo1weUDLw0DnGX1rxfyaply9aW9Fh1hbadZAEerQOb7zDqky&_nc_ohc=K_Gz-hqKIRsQ7kNvwHk403G&_nc_gid=KG7gxl6bvQKFk0NJJKTDlg&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRMhycs2R4nV7_9sZKEzP4FjRyiexCreDZxVzyeKgLDYw&oe=68928246&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,arleane_benita,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/524370228_18088126063742210_8224172735373109578_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjIuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QEXoyU3eNJvyDSOWp52Py2iil7Q5-EQFakf7pZOCo1weUDLw0DnGX1rxfyaply9aW9Fh1hbadZAEerQOb7zDqky&_nc_ohc=vUTVkB5TlP0Q7kNvwFuhaeZ&_nc_gid=KG7gxl6bvQKFk0NJJKTDlg&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRaytL70_4n9KGpKj_WIChFsUcuedhC-Vt8f6tUEPeirw&oe=68929073&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,iuryandrewdigital,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/476087312_478068802016925_300103967584412123_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MzAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QEXoyU3eNJvyDSOWp52Py2iil7Q5-EQFakf7pZOCo1weUDLw0DnGX1rxfyaply9aW9Fh1hbadZAEerQOb7zDqky&_nc_ohc=pMz-CXBnGukQ7kNvwEZsw5-&_nc_gid=KG7gxl6bvQKFk0NJJKTDlg&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfR30pRGtoL-LZBVNPiQkrEcjlPDdY71KfR-T7U6H0fcYQ&oe=68926885&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,antonio.jr38,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/459168845_544231581607803_301053761689574081_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDE5LmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QEXoyU3eNJvyDSOWp52Py2iil7Q5-EQFakf7pZOCo1weUDLw0DnGX1rxfyaply9aW9Fh1hbadZAEerQOb7zDqky&_nc_ohc=f9cfqaL_yBsQ7kNvwGd75n7&_nc_gid=KG7gxl6bvQKFk0NJJKTDlg&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfSV5BS-d0pNL-nQ2XbYls515KhHafiE3tqasT6-ziYzBA&oe=68928405&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,nathaliaecunha,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/472203624_1127912785640771_3277870293725417768_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QF3TyqacZbT8q8qHZeuTEPxFN9TesIeF_YNk1NebXYFmkEPvk8st2qZIn19daDgGrLRkAcmM_ShQ7pZibSvXhsE&_nc_ohc=ym7jbclAJDkQ7kNvwFZwXVl&_nc_gid=uUE-4xYT_YN-vRBKamdWew&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRiwxE1wKIp8iyeltA5UxB4EX8Y8waqF5U_o3p1wwqZsA&oe=68926147&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,rayanne.rillary,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/503616006_18062710202331913_4735619816519367502_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QF3TyqacZbT8q8qHZeuTEPxFN9TesIeF_YNk1NebXYFmkEPvk8st2qZIn19daDgGrLRkAcmM_ShQ7pZibSvXhsE&_nc_ohc=89fqSzlMm4QQ7kNvwFwtjWA&_nc_gid=uUE-4xYT_YN-vRBKamdWew&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRqOS28zjsJECLp5lbVjhPwYMP1WTBAH7bYf5xesaiEEA&oe=689292DA&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,lucaspiimentell,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/210154976_207720587910577_2347465660432177496_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QF3TyqacZbT8q8qHZeuTEPxFN9TesIeF_YNk1NebXYFmkEPvk8st2qZIn19daDgGrLRkAcmM_ShQ7pZibSvXhsE&_nc_ohc=fLIxy724fKgQ7kNvwHkPRz5&_nc_gid=uUE-4xYT_YN-vRBKamdWew&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRltCWnFA5U8OkrUmPHtQ1i86QanCMi7eyiMCntJpPtUw&oe=68927D89&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,csantinn,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/450392289_979470850624928_8137124501178177129_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42MDIuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QF3TyqacZbT8q8qHZeuTEPxFN9TesIeF_YNk1NebXYFmkEPvk8st2qZIn19daDgGrLRkAcmM_ShQ7pZibSvXhsE&_nc_ohc=cKp6kb3_nDkQ7kNvwHZSBdR&_nc_gid=uUE-4xYT_YN-vRBKamdWew&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQTAxCKnjBNarX_Pm8DEiJlf93l4zNMpR9Kgs2Bl1zF6A&oe=689272C2&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,flavia_s_lopes,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/490412838_1199744787653842_3555283887141545444_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF3TyqacZbT8q8qHZeuTEPxFN9TesIeF_YNk1NebXYFmkEPvk8st2qZIn19daDgGrLRkAcmM_ShQ7pZibSvXhsE&_nc_ohc=S3RUd-aecBkQ7kNvwGGlRSt&_nc_gid=uUE-4xYT_YN-vRBKamdWew&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTk-s2J8TzgmXxKVHwK-AD9HigxNomH0yKhzR2DNLfq6A&oe=68927BA8&_nc_sid=8809c9,
2019-08-08T01:36:42.000Z,,anghebenuillian,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/467631374_1689677524948858_8485764289578471317_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MjguYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF3TyqacZbT8q8qHZeuTEPxFN9TesIeF_YNk1NebXYFmkEPvk8st2qZIn19daDgGrLRkAcmM_ShQ7pZibSvXhsE&_nc_ohc=ZYeOAPyCNUAQ7kNvwEgMho5&_nc_gid=uUE-4xYT_YN-vRBKamdWew&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRC7nEMupWUu4LyxByD5QlVNQ3fuhLQCGNwo8cw1JrfIg&oe=68928782&_nc_sid=8809c9,
