2020-11-29T21:51:54.000Z,,jorgeduarte__assessordeimagem,jorgeduarte__assessordeimagem,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/534779722_18071606534283204_8357235642691623889_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QE6ZKhUy5NJ1I6UHyuc7MYGvmf5EMddWQ-f7TqvpvOe_4rLNZSXlJOiaewfYgjF83UoRFdLC47fJcHF5spBXgtK&_nc_ohc=Rufa9BEXPmoQ7kNvwEZOfr0&_nc_gid=Evb9Y5tbwRf4t5EelPSM2A&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfXu2cZcR1ZQqXWfWB58dFlmyCoUQGjeawXDm_TLTUJYKA&oe=68B7C73D&_nc_sid=ae056e,Seguir
2020-11-29T21:51:54.000Z,,vanessa_tavaares,vanessa_tavaares,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/503262638_18506725630005934_2193341013399928181_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QE6ZKhUy5NJ1I6UHyuc7MYGvmf5EMddWQ-f7TqvpvOe_4rLNZSXlJOiaewfYgjF83UoRFdLC47fJcHF5spBXgtK&_nc_ohc=Rbl2T65k264Q7kNvwHotlJP&_nc_gid=Evb9Y5tbwRf4t5EelPSM2A&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfXIFpFeDrroZwVYU7GRYRFka2Oe67apeA_aHhOA9j6tXw&oe=68B7BEDF&_nc_sid=ae056e,Seguir
2020-11-29T21:51:54.000Z,,karolborges.terapeutacapilar,karolborges.terapeutacapilar,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/484805361_606534255719562_7257359609584233466_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45MTguYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QE6ZKhUy5NJ1I6UHyuc7MYGvmf5EMddWQ-f7TqvpvOe_4rLNZSXlJOiaewfYgjF83UoRFdLC47fJcHF5spBXgtK&_nc_ohc=WNXXeQhMlTUQ7kNvwG4PPV6&_nc_gid=Evb9Y5tbwRf4t5EelPSM2A&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfXsMbK__F0fkz9Capv6sZElaDrFxv-mRZkMK4Yf6vTsaQ&oe=68B7CFF2&_nc_sid=ae056e,Seguir
2020-11-29T21:51:54.000Z,,thaisvansan,thaisvansan,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/457354421_1570922960481454_1232390473470459951_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QE6ZKhUy5NJ1I6UHyuc7MYGvmf5EMddWQ-f7TqvpvOe_4rLNZSXlJOiaewfYgjF83UoRFdLC47fJcHF5spBXgtK&_nc_ohc=Gflcc5jUHLAQ7kNvwGpvINN&_nc_gid=Evb9Y5tbwRf4t5EelPSM2A&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfUnR0uVLDO8KPPdjuAmV4_fCFUjDOSoC1mb66rs9Kz-zw&oe=68B7C18B&_nc_sid=ae056e,Seguir
2020-11-29T21:51:54.000Z,,cirilobarbeiro,cirilobarbeiro,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/342280856_3396721177206753_5552251585880095682_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QE6ZKhUy5NJ1I6UHyuc7MYGvmf5EMddWQ-f7TqvpvOe_4rLNZSXlJOiaewfYgjF83UoRFdLC47fJcHF5spBXgtK&_nc_ohc=yBqto6x3oNcQ7kNvwHWrszO&_nc_gid=Evb9Y5tbwRf4t5EelPSM2A&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfXmkzaw6QOq3pcbKV2K15ybWeAqmO2_z8zlxvevj8xupQ&oe=68B7E143&_nc_sid=ae056e,Seguir
2020-10-29T13:54:56.000Z,,gessica.psilva,gessica.psilva,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/461940314_866175262282197_6757954937522006221_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QHn86cxSwmGSVgAdRZQOZuQdMpSGUk1IaMC5u0TKhOuyckvdsWoayUuOTrLE-1QceD7BaCFVTrUw7EFwplljwiJ&_nc_ohc=7bUyE0aGsSMQ7kNvwHZunia&_nc_gid=CGdAllao4c28Oi66axdNWw&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfXFjSdVwtTPR26LzY3MkXOlub1-q3nB7b5hd5LjlDyM9w&oe=68B7C05B&_nc_sid=ae056e,Seguir
2020-10-29T13:54:56.000Z,,trindadejorge_,trindadejorge_,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/506302503_18510954679031552_7845532430321594740_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QHn86cxSwmGSVgAdRZQOZuQdMpSGUk1IaMC5u0TKhOuyckvdsWoayUuOTrLE-1QceD7BaCFVTrUw7EFwplljwiJ&_nc_ohc=OO6zSim_abcQ7kNvwEEetWQ&_nc_gid=CGdAllao4c28Oi66axdNWw&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfVKaLV7_w1RSAlGXPaRPQx1IhfB3SOsPqyDGeS7dOR9vg&oe=68B7DE74&_nc_sid=ae056e,Seguir
2020-10-29T13:54:56.000Z,,filipes.b,filipes.b,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/532475762_18518664121014947_905446563607827945_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDYwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHn86cxSwmGSVgAdRZQOZuQdMpSGUk1IaMC5u0TKhOuyckvdsWoayUuOTrLE-1QceD7BaCFVTrUw7EFwplljwiJ&_nc_ohc=rbS8ZESuonAQ7kNvwE0VQNj&_nc_gid=CGdAllao4c28Oi66axdNWw&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfWoeTXweINppnq3kR_oFPkko6TSJOQQPxkhMhaPiVEsWA&oe=68B7E987&_nc_sid=ae056e,Seguir
2020-10-29T13:54:56.000Z,,herlei_jose,herlei_jose,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/299200486_559846025918613_4056299303735884246_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NDEuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QHn86cxSwmGSVgAdRZQOZuQdMpSGUk1IaMC5u0TKhOuyckvdsWoayUuOTrLE-1QceD7BaCFVTrUw7EFwplljwiJ&_nc_ohc=KO8B5gJ-h9MQ7kNvwENs_mb&_nc_gid=CGdAllao4c28Oi66axdNWw&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfVFxj5S4b636M1WQyXDAUWCZA-OI-do_kPue0GLS_26bw&oe=68B7BF2E&_nc_sid=ae056e,Seguir
2020-10-29T13:54:56.000Z,,rcyure,rcyure,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/509001016_18509974975011523_4462032879885618088_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MjguYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QHn86cxSwmGSVgAdRZQOZuQdMpSGUk1IaMC5u0TKhOuyckvdsWoayUuOTrLE-1QceD7BaCFVTrUw7EFwplljwiJ&_nc_ohc=7TTSSZe8RNQQ7kNvwGR4PhB&_nc_gid=CGdAllao4c28Oi66axdNWw&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_AfVzW_l9Zxi3rWg2gSWsPCNVaB2pIZA-RGhVzzwOqyF7yg&oe=68B7C934&_nc_sid=ae056e,Seguir
