data_post,texto_post,username_curtiu,nome_completo_curtiu,verificado,url_foto_perfil,status_relacao
2024-08-19T22:09:00.000Z,,juhliacm,juhliacm,False,https://scontent-gru1-1.cdninstagram.com/v/t51.82787-19/538818519_18418640398108033_6067700185252038133_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-gru1-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=4bSvGScDmfoQ7kNvwHOjlGC&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af7bLZlcfkwXgLr_fb2l5aAw_nAcX8HjzlD3TCE4LHQSRg&oe=6A14EC16&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,thainarisso,thainarisso,False,https://scontent-gru1-2.cdninstagram.com/v/t51.2885-19/418387185_388622093580252_2552599127535858301_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=etuL13EpdVgQ7kNvwFbEdef&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af6nUzpgFU0cNkAP3AaQmo65M2bzAyYoPbAg_ZOIeuwd4A&oe=6A14EA09&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,thaina_bianco,thaina_bianco,False,https://scontent-gru1-2.cdninstagram.com/v/t51.82787-19/567446596_18331766377235398_7511789613293553288_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=BukX6hNVGhYQ7kNvwHZdCor&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af6p6pa7bohh-44rTbCTCO5_sxi0gkRbWiY1suBTrxQEbw&oe=6A14FE1E&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,matsudapet,matsudapet,False,https://scontent-gru1-1.cdninstagram.com/v/t51.2885-19/364400353_973528880433889_6363684095931777109_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zMjAuYzIifQ&_nc_ht=scontent-gru1-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=rPGnQrylMpAQ7kNvwH4mCY7&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af6WZQLkVAMb_QN9WmQPb09XOrYQbvWfd7rsFMr08EodMA&oe=6A14D38C&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,anala1s,anala1s,False,https://scontent-gru2-1.cdninstagram.com/v/t51.82787-19/630576319_18564889822017163_5881483280208065975_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-gru2-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=gemPqwt0yeYQ7kNvwG5Gx-N&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af5LRWw9Oyaw1iAMCutGdWlWjPna7ybD3tVvIrVDr0kBfA&oe=6A14D5CD&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,anacludia218,anacludia218,False,https://scontent-gru2-1.cdninstagram.com/v/t51.82787-19/681764083_18089957687608075_2244163935616021939_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MTAuYzIifQ&_nc_ht=scontent-gru2-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=wHp11YgM-gwQ7kNvwFwL6WG&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af5yw7IuvXmUBfz1NU9yfP374lBC98_-jV-3KFpNd3Y8OA&oe=6A14F632&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,denisprata,denisprata,False,https://scontent-gru1-2.cdninstagram.com/v/t51.82787-19/637737220_18565851046059790_2196243860326921200_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=kp2xVw-2xKMQ7kNvwEis6jS&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af6bqt2ek-f49hnH_JcJ-6K-ajs-8vLgKQOpqBaDYXNdOQ&oe=6A14D624&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,jordaniomarques,jordaniomarques,False,https://scontent-gru1-2.cdninstagram.com/v/t51.82787-19/565104793_18535553167058067_7024741215937731597_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=252Rbk00ZKoQ7kNvwGObxtf&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af7TV9JCL5S1TdJdIcXZs6YFPfdw2g2CgKNc8IwP6zAWGQ&oe=6A14D5CB&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,areanebrito,areanebrito,False,https://scontent-gru1-2.cdninstagram.com/v/t51.2885-19/449246999_1496437250957674_2251480004034742436_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=E_26S-C9m3kQ7kNvwFJtXwk&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af49jR7k0BUQ5rVg3A86OWMBnORn3Zejb68K0Ee3fFZ-1w&oe=6A14DC80&_nc_sid=ae056e,Seguir
2024-08-19T22:09:00.000Z,,mvleticiamedeiros,mvleticiamedeiros,False,https://scontent-gru1-2.cdninstagram.com/v/t51.2885-19/465456454_759240599691032_7056516711599365287_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41MDAuYzIifQ&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gH0Kb65C_xw8LfM4E86Ja9d5AsCVaOZ6v5HcKCk5xKGLL2zj8v4cVSXmjvz2kocnyVmpv7s5bhoO7uOC1kYruvx&_nc_ohc=vVn6wuQgt1oQ7kNvwFM4N-i&_nc_gid=lGaae-iUsy0A6TwWHMRWzA&edm=ABDp2nEBAAAA&ccb=7-5&oh=00_Af4M-6fR73M-pdIIW3dMEHGF4xKukOVIiVgWE5Xw_kfOsg&oe=6A14CE28&_nc_sid=ae056e,Seguir
